Distances between atoms, up to dmax=  3.00 A   (* = with lattice translation)
  #1  #2   bond       d
   1   4   N-N     2.38119 A  
  53  56   N-N     2.38119 A  
   6   8   N-C     2.40149 A  
  35  37   C-N     2.40149 A  
  49  51   C-N     2.40149 A  
  21  23   C-N     2.40149 A  
  21  26   C-N     2.40281 A  
  49  54   C-N     2.40281 A  
  35  40   C-N     2.40281 A  
   3   8   N-C     2.40281 A  
   6  29   N-H     2.40355 A  
  23  43   N-H     2.40355 A  
  14  37   H-N     2.40355 A  
  15  51   H-N     2.40355 A  
   1  39   N-N     2.41119 A  
   4  42   N-N     2.41119 A  
  25  56   N-N     2.41119 A  
  28  53   N-N     2.41119 A  
   6  31   N-C     2.41479 A  
  17  51   C-N     2.41479 A  
  12  37   C-N     2.41479 A  
  23  45   N-C     2.41479 A  
  17  26   C-N     2.42824 A  
  45  54   C-N     2.42824 A  
  31  40   C-N     2.42824 A  
   3  12   N-C     2.42824 A  
  32  34   O-H     2.43332 A  
   9  11   H-O     2.43332 A  
  18  20   O-H     2.43332 A  
  46  48   O-H     2.43332 A  
  20  46   H-O     2.45723 A *
   9  32   H-O     2.45723 A *
  11  34   O-H     2.45723 A *
  18  48   O-H     2.45723 A *
  43  55   H-O     2.48954 A  
   2  14   O-H     2.48954 A  
  15  27   H-O     2.48954 A  
  29  41   H-O     2.48954 A  
   3  10   N-H     2.49350 A  
  19  26   H-N     2.49350 A  
  33  40   H-N     2.49350 A  
  47  54   H-N     2.49350 A  
  30  38   H-O     2.52581 A *
   5  13   O-H     2.52581 A *
  16  24   H-O     2.52581 A *
  44  52   H-O     2.52581 A *
  45  49   C-C     2.53939 A  
   8  12   C-C     2.53939 A  
  17  21   C-C     2.53939 A  
  31  35   C-C     2.53939 A  
  32  35   O-C     2.54144 A  
   8  11   C-O     2.54144 A  
  18  21   O-C     2.54144 A  
  46  49   O-C     2.54144 A  
  32  33   O-H     2.55157 A  
  46  47   O-H     2.55157 A  
  18  19   O-H     2.55157 A  
  10  11   H-O     2.55157 A  
  16  21   H-C     2.55557 A  
  44  49   H-C     2.55557 A  
  30  35   H-C     2.55557 A  
   8  13   C-H     2.55557 A  
  10  52   H-O     2.56768 A *
   5  47   O-H     2.56768 A *
  19  38   H-O     2.56768 A *
  24  33   O-H     2.56768 A *
  12  35   C-C     2.57134 A  
   8  31   C-C     2.57134 A  
  17  49   C-C     2.57134 A  
  21  45   C-C     2.57134 A  
   6   9   N-H     2.59539 A  
  20  23   H-N     2.59539 A  
  34  37   H-N     2.59539 A  
  48  51   H-N     2.59539 A  
  45  48   C-H     2.59632 A  
   9  12   H-C     2.59632 A  
  17  20   C-H     2.59632 A  
  31  34   C-H     2.59632 A  
  49  50   C-O     2.60894 A  
  21  22   C-O     2.60894 A  
   7   8   O-C     2.60894 A  
  35  36   C-O     2.60894 A  
  17  27   C-O     2.61884 A  
  45  55   C-O     2.61884 A  
   2  12   O-C     2.61884 A  
  31  41   C-O     2.61884 A  
  15  26   H-N     2.63333 A  
  29  40   H-N     2.63333 A  
   3  14   N-H     2.63333 A  
  43  54   H-N     2.63333 A  
   2  19   O-H     2.63409 A *
  33  55   H-O     2.63409 A *
  10  27   H-O     2.63409 A *
  41  47   O-H     2.63409 A *
   6  10   N-H     2.67148 A  
  33  37   H-N     2.67148 A  
  47  51   H-N     2.67148 A  
  19  23   H-N     2.67148 A  
  17  52   C-O     2.68357 A  
   5  31   O-C     2.68357 A  
  12  38   C-O     2.68357 A  
  24  45   O-C     2.68357 A  
  16  46   H-O     2.68477 A *
  11  30   O-H     2.68477 A *
  13  32   H-O     2.68477 A *
  18  44   O-H     2.68477 A *
   7  20   O-H     2.68849 A *
   9  22   H-O     2.68849 A *
  34  50   H-O     2.68849 A  
  36  48   O-H     2.68849 A *
   2  15   O-H     2.70657 A *
  14  27   H-O     2.70657 A *
  41  43   O-H     2.70657 A *
  29  55   H-O     2.70657 A  
  14  22   H-O     2.70715 A *
  36  43   O-H     2.70715 A *
   7  15   O-H     2.70715 A *
  29  50   H-O     2.70715 A  
   1  42   N-N     2.75511 A  
  28  56   N-N     2.75511 A  
  12  42   C-N     2.77813 A  
   1  31   N-C     2.77813 A  
  28  45   N-C     2.77813 A  
  17  56   C-N     2.77813 A  
  13  22   H-O     2.78646 A *
  30  50   H-O     2.78646 A  
  36  44   O-H     2.78646 A *
   7  16   O-H     2.78646 A *
  28  44   N-H     2.79187 A  
   1  30   N-H     2.79187 A  
  13  42   H-N     2.79187 A  
  16  56   H-N     2.79187 A  
  10  15   H-H     2.88410 A *
  29  47   H-H     2.88410 A *
  14  19   H-H     2.88410 A *
  33  43   H-H     2.88410 A *
   8  30   C-H     2.90339 A  
  16  49   H-C     2.90339 A  
  13  35   H-C     2.90339 A  
  21  44   C-H     2.90339 A  
  25  55   N-O     2.94034 A  
   4  41   N-O     2.94034 A  
  27  53   O-N     2.94034 A  
   2  39   O-N     2.94034 A  
  20  51   H-N     2.94819 A *
  23  48   N-H     2.94819 A *
   9  37   H-N     2.94819 A *
   6  34   N-H     2.94819 A *
   1  35   N-C     2.95972 A  
   8  42   C-N     2.95972 A  
  21  56   C-N     2.95972 A  
  28  49   N-C     2.95972 A  
  12  22   C-O     2.97625 A *
   7  17   O-C     2.97625 A *
  31  50   C-O     2.97625 A  
  36  45   O-C     2.97625 A *
  23  55   N-O     2.98721 A  
   2  37   O-N     2.98721 A  
   6  41   N-O     2.98721 A  
  27  51   O-N     2.98721 A  
  20  27   H-O     2.99322 A *
  34  41   H-O     2.99322 A *
  48  55   H-O     2.99322 A *
   2   9   O-H     2.99322 A *

Nearest neighbors for each atom (up to 4)

 atom   1 species N  : neighbors at    1.372   1.436   1.453   1.984 A
         d(center): 7.639 A  angles  :   117.7   118.5   145.1   123.0    95.4    27.7
 atom   2 species O  : neighbors at    1.231   2.190   2.214   2.490 A
         d(center): 8.561 A  angles  :    26.6    33.7    82.7    60.3   108.5    50.7
 atom   3 species N  : neighbors at    1.220   1.231   1.372   2.403 A
         d(center): 8.603 A  angles  :   126.6   116.9    85.5   116.4   147.7    32.0
 atom   4 species N  : neighbors at    1.364   1.457   1.474   1.974 A
         d(center): 7.944 A  angles  :   117.7   115.5    90.2   122.7    28.0   149.5
 atom   5 species O  : neighbors at    1.222   2.182   2.207   2.229 A
         d(center): 8.747 A  angles  :    27.5    83.8    32.4   110.5    59.8    52.8
 atom   6 species N  : neighbors at    1.222   1.234   1.364   2.401 A
         d(center): 8.555 A  angles  :   125.4   119.0   152.6   115.6    81.9    33.6
 atom   7 species O  : neighbors at    1.220   2.190   2.211   2.343 A
         d(center): 9.556 A  angles  :    26.8    33.6    82.4    60.4   107.7    51.8
 atom   8 species C  : neighbors at    0.979   0.980   1.436   1.474 A
         d(center): 8.114 A  angles  :   108.2   109.7   109.7   109.7   109.7   109.9
 atom   9 species H  : neighbors at    0.979   1.588   1.992   2.026 A
         d(center): 7.812 A  angles  :    35.9    42.7    43.2    66.5    67.0    72.7
 atom  10 species H  : neighbors at    0.980   1.588   1.992   2.026 A
         d(center): 9.086 A  angles  :    35.9    42.7    43.2    66.5    66.9    72.7
 atom  11 species O  : neighbors at    1.234   2.182   2.199   2.433 A
         d(center): 9.142 A  angles  :    27.2    34.0    83.2    61.2   109.2    51.6
 atom  12 species C  : neighbors at    0.969   0.970   1.453   1.457 A
         d(center): 6.555 A  angles  :   108.0   112.2   107.2   108.2   109.2   111.9
 atom  13 species H  : neighbors at    0.970   1.569   1.984   1.998 A
         d(center): 6.195 A  angles  :    36.0    44.1    43.5    68.5    65.9    74.5
 atom  14 species H  : neighbors at    0.969   1.569   1.974   2.029 A
         d(center): 6.991 A  angles  :    36.0    44.8    41.6    67.5    65.5    74.1
 atom  15 species H  : neighbors at    0.969   1.569   1.974   2.029 A
         d(center): 5.552 A  angles  :    36.0    44.8    41.6    67.5    65.5    74.1
 atom  16 species H  : neighbors at    0.970   1.569   1.984   1.998 A
         d(center): 5.413 A  angles  :    36.0    44.1    43.5    68.5    65.9    74.5
 atom  17 species C  : neighbors at    0.969   0.970   1.453   1.457 A
         d(center): 5.955 A  angles  :   108.0   112.2   107.2   108.2   109.2   111.9
 atom  18 species O  : neighbors at    1.234   2.182   2.199   2.433 A
         d(center): 9.076 A  angles  :    27.2    34.0    83.2    61.2   109.2    51.6
 atom  19 species H  : neighbors at    0.980   1.588   1.992   2.026 A
         d(center): 8.202 A  angles  :    35.9    42.7    43.2    66.5    66.9    72.7
 atom  20 species H  : neighbors at    0.979   1.588   1.992   2.026 A
         d(center): 6.995 A  angles  :    35.9    42.7    43.2    66.5    67.0    72.7
 atom  21 species C  : neighbors at    0.979   0.980   1.436   1.474 A
         d(center): 7.668 A  angles  :   108.2   109.7   109.7   109.7   109.7   109.9
 atom  22 species O  : neighbors at    1.220   2.190   2.211   2.343 A
         d(center): 9.201 A  angles  :    26.8    33.6    82.4    60.4   107.7    51.8
 atom  23 species N  : neighbors at    1.222   1.234   1.364   2.401 A
         d(center): 9.313 A  angles  :   125.4   119.0   152.6   115.6    81.9    33.6
 atom  24 species O  : neighbors at    1.222   2.182   2.207   2.229 A
         d(center):10.266 A  angles  :    27.5    83.8    32.4   110.5    59.8    52.8
 atom  25 species N  : neighbors at    1.364   1.457   1.474   1.974 A
         d(center): 8.663 A  angles  :   117.7   115.5    90.2   122.7    28.0   149.5
 atom  26 species N  : neighbors at    1.220   1.231   1.372   2.403 A
         d(center): 8.127 A  angles  :   126.6   116.9    85.5   116.4   147.7    32.0
 atom  27 species O  : neighbors at    1.231   2.190   2.214   2.490 A
         d(center): 7.963 A  angles  :    26.6    33.7    82.7    60.3   108.5    50.7
 atom  28 species N  : neighbors at    1.372   1.436   1.453   1.984 A
         d(center): 7.203 A  angles  :   117.7   118.5   145.1   123.0    95.4    27.7
 atom  29 species H  : neighbors at    0.969   1.569   1.974   2.029 A
         d(center): 7.247 A  angles  :    36.0    44.8    41.6    67.5    65.5    74.1
 atom  30 species H  : neighbors at    0.970   1.569   1.984   1.998 A
         d(center): 7.533 A  angles  :    36.0    44.1    43.5    68.5    65.9    74.5
 atom  31 species C  : neighbors at    0.969   0.970   1.453   1.457 A
         d(center): 7.089 A  angles  :   108.0   112.2   107.2   108.2   109.2   111.9
 atom  32 species O  : neighbors at    1.234   2.182   2.199   2.433 A
         d(center): 5.798 A  angles  :    27.2    34.0    83.2    61.2   109.2    51.6
 atom  33 species H  : neighbors at    0.980   1.588   1.992   2.026 A
         d(center): 4.456 A  angles  :    35.9    42.7    43.2    66.5    66.9    72.7
 atom  34 species H  : neighbors at    0.979   1.588   1.992   2.026 A
         d(center): 6.036 A  angles  :    35.9    42.7    43.2    66.5    67.0    72.7
 atom  35 species C  : neighbors at    0.979   0.980   1.436   1.474 A
         d(center): 5.327 A  angles  :   108.2   109.7   109.7   109.7   109.7   109.9
 atom  36 species O  : neighbors at    1.220   2.190   2.211   2.343 A
         d(center): 3.856 A  angles  :    26.8    33.6    82.4    60.4   107.7    51.8
 atom  37 species N  : neighbors at    1.222   1.234   1.364   2.401 A
         d(center): 5.899 A  angles  :   125.4   119.0   152.6   115.6    81.9    33.6
 atom  38 species O  : neighbors at    1.222   2.182   2.207   2.229 A
         d(center): 6.505 A  angles  :    27.5    83.8    32.4   110.5    59.8    52.8
 atom  39 species N  : neighbors at    1.364   1.457   1.474   1.974 A
         d(center): 5.637 A  angles  :   117.7   115.5    90.2   122.7    28.0   149.5
 atom  40 species N  : neighbors at    1.220   1.231   1.372   2.403 A
         d(center): 4.970 A  angles  :   126.6   116.9    85.5   116.4   147.7    32.0
 atom  41 species O  : neighbors at    1.231   2.190   2.214   2.490 A
         d(center): 5.742 A  angles  :    26.6    33.7    82.7    60.3   108.5    50.7
 atom  42 species N  : neighbors at    1.372   1.436   1.453   1.984 A
         d(center): 5.713 A  angles  :   117.7   118.5   145.1   123.0    95.4    27.7
 atom  43 species H  : neighbors at    0.969   1.569   1.974   2.029 A
         d(center): 9.582 A  angles  :    36.0    44.8    41.6    67.5    65.5    74.1
 atom  44 species H  : neighbors at    0.970   1.569   1.984   1.998 A
         d(center): 9.332 A  angles  :    36.0    44.1    43.5    68.5    65.9    74.5
 atom  45 species C  : neighbors at    0.969   0.970   1.453   1.457 A
         d(center): 8.890 A  angles  :   108.0   112.2   107.2   108.2   109.2   111.9
 atom  46 species O  : neighbors at    1.234   2.182   2.199   2.433 A
         d(center): 7.488 A  angles  :    27.2    34.0    83.2    61.2   109.2    51.6
 atom  47 species H  : neighbors at    0.980   1.588   1.992   2.026 A
         d(center): 7.510 A  angles  :    35.9    42.7    43.2    66.5    66.9    72.7
 atom  48 species H  : neighbors at    0.979   1.588   1.992   2.026 A
         d(center): 8.355 A  angles  :    35.9    42.7    43.2    66.5    67.0    72.7
 atom  49 species C  : neighbors at    0.979   0.980   1.436   1.474 A
         d(center): 7.529 A  angles  :   108.2   109.7   109.7   109.7   109.7   109.9
 atom  50 species O  : neighbors at    1.220   2.190   2.211   2.343 A
         d(center): 6.541 A  angles  :    26.8    33.6    82.4    60.4   107.7    51.8
 atom  51 species N  : neighbors at    1.222   1.234   1.364   2.401 A
         d(center): 6.520 A  angles  :   125.4   119.0   152.6   115.6    81.9    33.6
 atom  52 species O  : neighbors at    1.222   2.182   2.207   2.229 A
         d(center): 5.892 A  angles  :    27.5    83.8    32.4   110.5    59.8    52.8
 atom  53 species N  : neighbors at    1.364   1.457   1.474   1.974 A
         d(center): 6.410 A  angles  :   117.7   115.5    90.2   122.7    28.0   149.5
 atom  54 species N  : neighbors at    1.220   1.231   1.372   2.403 A
         d(center): 7.344 A  angles  :   126.6   116.9    85.5   116.4   147.7    32.0
 atom  55 species O  : neighbors at    1.231   2.190   2.214   2.490 A
         d(center): 8.007 A  angles  :    26.6    33.7    82.7    60.3   108.5    50.7
 atom  56 species N  : neighbors at    1.372   1.436   1.453   1.984 A
         d(center): 7.769 A  angles  :   117.7   118.5   145.1   123.0    95.4    27.7
